_parent_index,Payam,County,Year of Hazard,"What Type of Major hazards (shocks, stressors) in the community happened in this Year?","What Type of Major hazards (shocks, stressors) in the community happened in this Year?/drought,","What Type of Major hazards (shocks, stressors) in the community happened in this Year?/ floods","What Type of Major hazards (shocks, stressors) in the community happened in this Year?/war, ","What Type of Major hazards (shocks, stressors) in the community happened in this Year?/conflict,","What Type of Major hazards (shocks, stressors) in the community happened in this Year?/ extreme heat, ","What Type of Major hazards (shocks, stressors) in the community happened in this Year?/disease/pest attack","What Type of Major hazards (shocks, stressors) in the community happened in this Year?/Other","What Type of Major hazards (shocks, stressors) in the community happened in this Year?/Climate-related","What Type of Major hazards (shocks, stressors) in the community happened in this Year?/War and conflict-related","What Type of Major hazards (shocks, stressors) in the community happened in this Year?/Disease, pest, pandemic, economic-related","What Type of Major hazards (shocks, stressors) in the community happened in this Year?/Other type",What other type of hazard?,Year of Hazard,"What CLIMATE RELATED hazards (shocks, stressors) in the community happened in this Year?","What CLIMATE RELATED hazards (shocks, stressors) in the community happened in this Year?/Drought","What CLIMATE RELATED hazards (shocks, stressors) in the community happened in this Year?/Excessive floods","What CLIMATE RELATED hazards (shocks, stressors) in the community happened in this Year?/Low rainfall","What CLIMATE RELATED hazards (shocks, stressors) in the community happened in this Year?/Early onset of rainfall","What CLIMATE RELATED hazards (shocks, stressors) in the community happened in this Year?/Delayed rainfall","What CLIMATE RELATED hazards (shocks, stressors) in the community happened in this Year?/High temperature (extreme heat)","What CLIMATE RELATED hazards (shocks, stressors) in the community happened in this Year?/Low temperature (cold)","What CLIMATE RELATED hazards (shocks, stressors) in the community happened in this Year?/Hailstorms","What CLIMATE RELATED hazards (shocks, stressors) in the community happened in this Year?/Frosts","What CLIMATE RELATED hazards (shocks, stressors) in the community happened in this Year?/Soil nutrient loss","What CLIMATE RELATED hazards (shocks, stressors) in the community happened in this Year?/Other",What other climate Hazard?,Year of Hazard,"What CONFLICT RELATED Major hazards (shocks, stressors) in the community happened in this Year?","What CONFLICT RELATED Major hazards (shocks, stressors) in the community happened in this Year?/Inter-communal conflict","What CONFLICT RELATED Major hazards (shocks, stressors) in the community happened in this Year?/War between SPLA and Sudan army","What CONFLICT RELATED Major hazards (shocks, stressors) in the community happened in this Year?/Conflict between government and IO","What CONFLICT RELATED Major hazards (shocks, stressors) in the community happened in this Year?/LRA displacement","What CONFLICT RELATED Major hazards (shocks, stressors) in the community happened in this Year?/other",What other Conflict related hazard?,"What DISEASE PEST Major hazards (shocks, stressors) in the community happened in this Year?","What DISEASE PEST Major hazards (shocks, stressors) in the community happened in this Year?/Desert locust attack","What DISEASE PEST Major hazards (shocks, stressors) in the community happened in this Year?/Variegated grasshopper attack","What DISEASE PEST Major hazards (shocks, stressors) in the community happened in this Year?/Termite infestation","What DISEASE PEST Major hazards (shocks, stressors) in the community happened in this Year?/Striga weeds infestation","What DISEASE PEST Major hazards (shocks, stressors) in the community happened in this Year?/COVID-19 impact","What DISEASE PEST Major hazards (shocks, stressors) in the community happened in this Year?/Inflation","What DISEASE PEST Major hazards (shocks, stressors) in the community happened in this Year?/Other",What other Disease and pest related hazard?,What other hazard happened? Type below,How did these key hazards had impacted to the community livelihoods?,How did these key hazards had impacted to the community livelihoods?/increase of famine,How did these key hazards had impacted to the community livelihoods?/forced to abandon the village,How did these key hazards had impacted to the community livelihoods?/forced to abandon the country as refugees,How did these key hazards had impacted to the community livelihoods?/loss of cattle,How did these key hazards had impacted to the community livelihoods?/loss of household assets and income,How did these key hazards had impacted to the community livelihoods?/Other,How did these key hazards had impacted to the community livelihoods?/Increase in hunger,How did these key hazards had impacted to the community livelihoods?/Increase in food insecurity,How did these key hazards had impacted to the community livelihoods?/Forced to survive with wild foods,How did these key hazards had impacted to the community livelihoods?/Forced to abandon the village (internally displaced),How did these key hazards had impacted to the community livelihoods?/Forced to abandon the country as refugees,How did these key hazards had impacted to the community livelihoods?/Loss of human lives,How did these key hazards had impacted to the community livelihoods?/Loss of cattle,How did these key hazards had impacted to the community livelihoods?/Loss of productive land,How did these key hazards had impacted to the community livelihoods?/Loss of household assets,How did these key hazards had impacted to the community livelihoods?/Loss of household income,How did these key hazards had impacted to the community livelihoods?/Other consequences,What other major impact? Type below,How did these hazards impacted to the crop diversity availability and seed systems ?,How did these hazards impacted to the crop diversity availability and seed systems ?/loss of specific crops and varieties (give list of crops and varieties);,How did these hazards impacted to the crop diversity availability and seed systems ?/reduced crop yield,How did these hazards impacted to the crop diversity availability and seed systems ?/increased dependency on others for seed;,How did these hazards impacted to the crop diversity availability and seed systems ?/started to receive free seed from NGOs,How did these hazards impacted to the crop diversity availability and seed systems ?/introduction of new crops and varieties,How did these hazards impacted to the crop diversity availability and seed systems ?/Other,What other major impact on crops and varieties? Type below,What are the humanitarian and development support received by the communities in respond to those climate hazards or conflicts? Name the type of organizations giving support,What are the humanitarian and development support received by the communities in respond to those climate hazards or conflicts? Name the type of organizations giving support/Government and public institutes,What are the humanitarian and development support received by the communities in respond to those climate hazards or conflicts? Name the type of organizations giving support/UN and I/NGOs,What are the humanitarian and development support received by the communities in respond to those climate hazards or conflicts? Name the type of organizations giving support/Private sector,Specify the Government and public institutes,Specify the Government and public institutes/G Option 1,Specify the Government and public institutes/Option 2,Specify the Government and public institutes/Agricultural Research Directorate,Specify the Government and public institutes/University of Juba,Specify the Government and public institutes/Yei Crop Training Center,Specify the Government and public institutes/Other Institute,Which other insitute?,Specify the UN and I/NGOs,Specify the UN and I/NGOs/UN Option 1,Specify the UN and I/NGOs/Option 2,Specify the UN and I/NGOs/FAO,Specify the UN and I/NGOs/WFP,Specify the UN and I/NGOs/AVSI,Specify the UN and I/NGOs/World Vision,Specify the UN and I/NGOs/WHH,Specify the UN and I/NGOs/Save the Children,Specify the UN and I/NGOs/CordAid,Specify the UN and I/NGOs/Care,Specify the UN and I/NGOs/BASENET,Specify the UN and I/NGOs/Plan International,Specify the UN and I/NGOs/ICRC,Specify the UN and I/NGOs/Oxfam,Specify the UN and I/NGOs/Christian Aid,Specify the UN and I/NGOs/Global Aim,Specify the UN and I/NGOs/World Concern,Specify the UN and I/NGOs/IFDC,Specify the UN and I/NGOs/WCDI/WUR,Specify the UN and I/NGOs/Alliance Bioversity and CIAT,Specify the UN and I/NGOs/CRS,Specify the UN and I/NGOs/Zoa,Specify the UN and I/NGOs/Mercy Corps,Specify the UN and I/NGOs/CARITAS Luxembourg,Specify the UN and I/NGOs/JICA,Specify the UN and I/NGOs/WHO,Specify the UN and I/NGOs/other,Specify the UN and I/NGOs/NPA (Norwegian People's Aid),Which other International Organization?,Specify The Private sector,Specify The Private sector/Priv Option 1,Specify The Private sector/Option 2,Specify The Private sector/STASS,Specify The Private sector/Seed company,Specify The Private sector/Other,Which Seed Company?,Which other Private Sector?,Describe the type of support given (You can select many),Describe the type of support given (You can select many)/type 1,Describe the type of support given (You can select many)/Option 2,Describe the type of support given (You can select many)/Distribution of food,Describe the type of support given (You can select many)/Providing shelter,Describe the type of support given (You can select many)/Distribution of cash,Describe the type of support given (You can select many)/Distribution of crops seed freely,Describe the type of support given (You can select many)/Distribution of crop seed voucher basis,Describe the type of support given (You can select many)/Distribution of seed for cash,Describe the type of support given (You can select many)/Distribution of livestock/animals,Describe the type of support given (You can select many)/Start of rural development program,Describe the type of support given (You can select many)/Start of health and hygiene program,Describe the type of support given (You can select many)/Other kind of support,What Other kind of support?,List the crops and varieties that got affected
6,Anyidi,Bor,1990,Climate-related War and conflict-related Other type,0,0,0,0,0,0,0,Climate-related,War and conflict-related,0,Other type,Earth quake,1990,Excessive floods,0,Excessive floods,0,0,0,0,0,0,0,0,0,,1990,Inter-communal conflict other,Inter-communal conflict,0,0,0,other,Conflict between nue and dinka,,,,,,,,,,,Increase in hunger Loss of cattle Increase in food insecurity Loss of productive land Loss of human lives Loss of household assets Forced to abandon the village (internally displaced) Forced to survive with wild foods Loss of household income,0,0,0,0,0,0,Increase in hunger,Increase in food insecurity,Forced to survive with wild foods,Forced to abandon the village (internally displaced),0,Loss of human lives,Loss of cattle,Loss of productive land,Loss of household assets,Loss of household income,0,,reduced crop yield increased dependency on others for seed; loss of specific crops and varieties (give list of crops and varieties); Other,loss of specific crops and varieties (give list of crops and varieties);,reduced crop yield,increased dependency on others for seed;,0,0,Other,"Lost varietie; Sorghum variety beer, Sesame black seeded",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other kind of support,0,0,0,0,0,0,0,0,0,0,0,Other kind of support,They got sesame from lake state,
6,Anyidi,Bor,1991,War and conflict-related,0,0,0,0,0,0,0,0,War and conflict-related,0,0,,1991,,,,,,,,,,,,,,1991,Inter-communal conflict other,Inter-communal conflict,0,0,0,other,Nuer-Dinka conflict,,,,,,,,,,,Increase in hunger Loss of cattle Loss of human lives Forced to abandon the village (internally displaced) Increase in food insecurity Loss of household income Loss of household assets Loss of productive land Forced to abandon the country as refugees Forced to survive with wild foods Other consequences,0,0,0,0,0,0,Increase in hunger,Increase in food insecurity,Forced to survive with wild foods,Forced to abandon the village (internally displaced),Forced to abandon the country as refugees,Loss of human lives,Loss of cattle,Loss of productive land,Loss of household assets,Loss of household income,Other consequences,Many people died,Other loss of specific crops and varieties (give list of crops and varieties);,loss of specific crops and varieties (give list of crops and varieties);,0,0,0,0,Other,The community forced to abandoned the payam and migrated to equatorial land and refugees  Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Anyidi,Bor,1992,Other type,0,0,0,0,0,0,0,0,0,0,Other type,The year of survival (capoth)- few who survived the conflict remained behind,1992,,,,,,,,,,,,,,1992,,,,,,,,,,,,,,,,,,Forced to abandon the country as refugees Forced to abandon the village (internally displaced) Loss of household assets Loss of productive land Loss of cattle Loss of human lives Increase in hunger Increase in food insecurity Forced to survive with wild foods Loss of household income Other consequences,0,0,0,0,0,0,Increase in hunger,Increase in food insecurity,Forced to survive with wild foods,Forced to abandon the village (internally displaced),Forced to abandon the country as refugees,Loss of human lives,Loss of cattle,Loss of productive land,Loss of household assets,Loss of household income,Other consequences,Few people remain in the payam,loss of specific crops and varieties (give list of crops and varieties); reduced crop yield,loss of specific crops and varieties (give list of crops and varieties);,reduced crop yield,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Anyidi,Bor,1993,Climate-related War and conflict-related,0,0,0,0,0,0,0,Climate-related,War and conflict-related,0,0,,1993,Drought Low rainfall Delayed rainfall High temperature (extreme heat),Drought,0,Low rainfall,0,Delayed rainfall,High temperature (extreme heat),0,0,0,0,0,,1993,Inter-communal conflict other,Inter-communal conflict,0,0,0,other,Split of SPLA,,,,,,,,,,,Increase in hunger Increase in food insecurity Forced to survive with wild foods Forced to abandon the village (internally displaced) Loss of human lives Loss of productive land Loss of household assets Loss of household income Loss of cattle,0,0,0,0,0,0,Increase in hunger,Increase in food insecurity,Forced to survive with wild foods,Forced to abandon the village (internally displaced),0,Loss of human lives,Loss of cattle,Loss of productive land,Loss of household assets,Loss of household income,0,,loss of specific crops and varieties (give list of crops and varieties); reduced crop yield Other,loss of specific crops and varieties (give list of crops and varieties);,reduced crop yield,0,0,0,Other,"Lost Sorghum beer variety, sesame black seeded",Government and public institutes,Government and public institutes,0,0,Other Institute,0,0,0,0,0,Other Institute,Government sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Distribution of food,0,0,Distribution of food,0,0,0,0,0,0,0,0,0,,
6,Anyidi,Bor,1994,"War and conflict-related Other type Disease, pest, pandemic, economic-related",0,0,0,0,0,0,0,0,War and conflict-related,"Disease, pest, pandemic, economic-related",Other type,"Conflict between mudari bordering dinka, human disease (measles), animal raiding",1994,,,,,,,,,,,,,,1994,Inter-communal conflict,Inter-communal conflict,0,0,0,0,,Other,0,0,0,0,0,0,Other,Human diseases (measles),,Increase in hunger Loss of human lives Other consequences,0,0,0,0,0,0,Increase in hunger,0,0,0,0,Loss of human lives,0,0,0,0,Other consequences,"Children died due to measles, animal rustling",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Anyidi,Bor,1995,"Disease, pest, pandemic, economic-related Climate-related",0,0,0,0,0,0,0,Climate-related,0,"Disease, pest, pandemic, economic-related",0,,1995,Early onset of rainfall,0,0,0,Early onset of rainfall,0,0,0,0,0,0,0,,1995,,,,,,,,Other,0,0,0,0,0,0,Other,Human (Scabies),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Anyidi,Bor,1996,Other type,0,0,0,0,0,0,0,0,0,0,Other type,Those who were displaced returned from lake state,1996,,,,,,,,,,,,,,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Anyidi,Bor,1997,War and conflict-related Climate-related,0,0,0,0,0,0,0,Climate-related,War and conflict-related,0,0,,1997,Drought Low rainfall High temperature (extreme heat),Drought,0,Low rainfall,0,0,High temperature (extreme heat),0,0,0,0,0,,1997,War between SPLA and Sudan army,0,War between SPLA and Sudan army,0,0,0,,,,,,,,,,,,Increase in hunger Increase in food insecurity Loss of household assets Loss of human lives Loss of cattle Forced to abandon the village (internally displaced) Forced to survive with wild foods Loss of productive land Loss of household income Other consequences,0,0,0,0,0,0,Increase in hunger,Increase in food insecurity,Forced to survive with wild foods,Forced to abandon the village (internally displaced),0,Loss of human lives,Loss of cattle,Loss of productive land,Loss of household assets,Loss of household income,Other consequences,All house were burnt by government soldiers of sudan,Other,0,0,0,0,0,Other,Care and across were distributing clothes and food items,UN and I/NGOs,0,UN and I,0,,,,,,,,,other Care,0,0,0,0,0,0,0,0,0,NGOs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NGOs,0,ACROSS,,,,,,,,,Distribution of food Other kind of support,0,0,Distribution of food,0,0,0,0,0,0,0,0,Other kind of support,Distributed clothes,
6,Anyidi,Bor,1998,"War and conflict-related Disease, pest, pandemic, economic-related",0,0,0,0,0,0,0,0,War and conflict-related,"Disease, pest, pandemic, economic-related",0,,1998,,,,,,,,,,,,,,1998,Inter-communal conflict other,Inter-communal conflict,0,0,0,other,Conflict between murele and dinka,Variegated grasshopper attack,0,Variegated grasshopper attack,0,0,0,0,0,,,Loss of human lives Loss of cattle,0,0,0,0,0,0,0,0,0,0,0,Loss of human lives,Loss of cattle,0,0,0,0,,Other reduced crop yield,0,reduced crop yield,0,0,0,Other,,UN and I/NGOs,0,UN and I,0,,,,,,,,,Care other WFP,0,0,0,NGOs,0,0,0,0,0,NGOs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NGOs,0,ACROSS,,,,,,,,,Distribution of food Other kind of support,0,0,Distribution of food,0,0,0,0,0,0,0,0,Other kind of support,Distribution of clothes,
6,Anyidi,Bor,1999,War and conflict-related,0,0,0,0,0,0,0,0,War and conflict-related,0,0,,1999,,,,,,,,,,,,,,1999,Inter-communal conflict,Inter-communal conflict,0,0,0,0,,,,,,,,,,,,Loss of human lives Loss of cattle,0,0,0,0,0,0,0,0,0,0,0,Loss of human lives,Loss of cattle,0,0,0,0,,,,,,,,,,UN and I/NGOs,0,UN and I,0,,,,,,,,,WFP Care,0,0,0,NGOs,0,0,0,0,0,NGOs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Distribution of food,0,0,Distribution of food,0,0,0,0,0,0,0,0,0,,
